"Filename";"Keywords";"Length";"Description";"SourceString";"CategoryString"
"SY_powerlawnoise_det_alpha_0.44.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.46.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.48.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.5.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.52.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.54.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.56.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.58.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.6.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.62.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.64.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.66.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.68.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.7.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.72.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.74.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.76.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.78.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.8.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.82.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.84.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.86.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.88.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.9.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.92.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.94.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.96.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.98.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_0.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.02.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.04.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.06.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.08.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.1.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.12.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.14.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.16.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.18.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.2.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.22.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.24.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.26.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.28.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.3.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.32.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.34.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.36.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.38.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.4.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.42.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.44.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.46.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.48.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.5.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.52.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.54.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.56.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.58.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.6.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.62.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.64.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.66.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.68.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.7.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.72.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.74.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.76.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.78.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.8.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.82.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.84.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.86.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.88.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.9.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.92.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.94.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.96.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.98.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_1.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.02.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.04.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.06.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.08.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.1.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.12.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.14.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.16.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.18.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.2.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.22.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.24.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.26.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.28.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.3.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.32.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.34.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.36.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.38.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.4.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.42.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.44.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.46.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.48.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.5.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.52.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.54.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.56.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.58.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.6.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.62.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.64.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.66.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.68.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.7.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.72.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.74.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.76.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.78.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.8.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.82.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.84.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.86.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.88.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.9.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.92.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.94.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.96.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.98.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_2.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.02.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.04.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.06.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.08.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.1.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.12.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.14.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.16.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.18.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.2.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.22.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.24.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.26.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.28.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.3.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.32.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.34.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.36.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.38.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.4.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.42.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.44.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.46.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.48.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.5.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.52.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.54.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.56.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.58.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.6.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.62.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.64.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.66.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.68.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.7.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.72.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.74.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.76.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.78.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.8.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.82.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.84.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.86.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.88.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.9.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.92.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.94.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.96.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.98.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_3.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_4.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_-0.02.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_-0.04.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_-0.06.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_-0.08.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_-0.1.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_-0.12.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_-0.14.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_-0.16.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_-0.18.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_-0.2.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_-0.22.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_-0.24.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
"SY_powerlawnoise_det_alpha_-0.26.dat";"synthetic,powerlawnoise,alphasweep";"5000";;"Ben generated powernoise";"Powerlaw noise"
