"Filename";"Keywords";"Length";"Description";"SourceString";"CategoryString"
"FL_simpqcf_L2000_N1000_IC_-0.9_0_0.5_y.dat";"synthetic,dynsys,chaos,simpqcf";"1000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L2000_N1000_IC_-0.9_0_0.5_z.dat";"synthetic,dynsys,chaos,simpqcf";"1000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L2000_N5000_IC_-0.9_0_0.5_x.dat";"synthetic,dynsys,chaos,simpqcf";"5000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L2000_N5000_IC_-0.9_0_0.5_y.dat";"synthetic,dynsys,chaos,simpqcf";"5000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L2000_N5000_IC_-0.9_0_0.5_z.dat";"synthetic,dynsys,chaos,simpqcf";"5000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L200_N10000_IC_-0.9_0_0.5_x.dat";"synthetic,dynsys,chaos,simpqcf";"10000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L200_N10000_IC_-0.9_0_0.5_y.dat";"synthetic,dynsys,chaos,simpqcf";"10000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L200_N10000_IC_-0.9_0_0.5_z.dat";"synthetic,dynsys,chaos,simpqcf";"10000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L200_N1000_IC_-0.9_0_0.5_x.dat";"synthetic,dynsys,chaos,simpqcf";"1000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L200_N1000_IC_-0.9_0_0.5_y.dat";"synthetic,dynsys,chaos,simpqcf";"1000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L200_N1000_IC_-0.9_0_0.5_z.dat";"synthetic,dynsys,chaos,simpqcf";"1000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L200_N5000_IC_-0.9_0_0.5_x.dat";"synthetic,dynsys,chaos,simpqcf";"5000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L200_N5000_IC_-0.9_0_0.5_y.dat";"synthetic,dynsys,chaos,simpqcf";"5000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L200_N5000_IC_-0.9_0_0.5_z.dat";"synthetic,dynsys,chaos,simpqcf";"5000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L4000_N10000_IC_-0.9_0_0.5_x.dat";"synthetic,dynsys,chaos,simpqcf";"10000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L4000_N10000_IC_-0.9_0_0.5_y.dat";"synthetic,dynsys,chaos,simpqcf";"10000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L4000_N10000_IC_-0.9_0_0.5_z.dat";"synthetic,dynsys,chaos,simpqcf";"10000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L4000_N1000_IC_-0.9_0_0.5_x.dat";"synthetic,dynsys,chaos,simpqcf";"1000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L4000_N1000_IC_-0.9_0_0.5_y.dat";"synthetic,dynsys,chaos,simpqcf";"1000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L4000_N1000_IC_-0.9_0_0.5_z.dat";"synthetic,dynsys,chaos,simpqcf";"1000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L4000_N5000_IC_-0.9_0_0.5_x.dat";"synthetic,dynsys,chaos,simpqcf";"5000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L4000_N5000_IC_-0.9_0_0.5_y.dat";"synthetic,dynsys,chaos,simpqcf";"5000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L4000_N5000_IC_-0.9_0_0.5_z.dat";"synthetic,dynsys,chaos,simpqcf";"5000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L500_N10000_IC_-0.9_0_0.5_x.dat";"synthetic,dynsys,chaos,simpqcf";"10000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L500_N10000_IC_-0.9_0_0.5_y.dat";"synthetic,dynsys,chaos,simpqcf";"10000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L500_N10000_IC_-0.9_0_0.5_z.dat";"synthetic,dynsys,chaos,simpqcf";"10000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L500_N1000_IC_-0.9_0_0.5_x.dat";"synthetic,dynsys,chaos,simpqcf";"1000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L500_N1000_IC_-0.9_0_0.5_y.dat";"synthetic,dynsys,chaos,simpqcf";"1000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L500_N1000_IC_-0.9_0_0.5_z.dat";"synthetic,dynsys,chaos,simpqcf";"1000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L500_N5000_IC_-0.9_0_0.5_x.dat";"synthetic,dynsys,chaos,simpqcf";"5000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L500_N5000_IC_-0.9_0_0.5_y.dat";"synthetic,dynsys,chaos,simpqcf";"5000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpqcf_L500_N5000_IC_-0.9_0_0.5_z.dat";"synthetic,dynsys,chaos,simpqcf";"5000";;"Sprott simplest quadratic chaotic flow Ben";"Sprott simplest quadratic chaotic flow"
"FL_simpccf_L1000_N10000_IC_0_0.96_0_x.dat";"synthetic,dynsys,chaos,simpccf";"10000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L1000_N10000_IC_0_0.96_0_y.dat";"synthetic,dynsys,chaos,simpccf";"10000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L1000_N10000_IC_0_0.96_0_z.dat";"synthetic,dynsys,chaos,simpccf";"10000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L1000_N1000_IC_0_0.96_0_x.dat";"synthetic,dynsys,chaos,simpccf";"1000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L1000_N1000_IC_0_0.96_0_y.dat";"synthetic,dynsys,chaos,simpccf";"1000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L1000_N1000_IC_0_0.96_0_z.dat";"synthetic,dynsys,chaos,simpccf";"1000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L1000_N5000_IC_0_0.96_0_x.dat";"synthetic,dynsys,chaos,simpccf";"5000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L1000_N5000_IC_0_0.96_0_y.dat";"synthetic,dynsys,chaos,simpccf";"5000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L1000_N5000_IC_0_0.96_0_z.dat";"synthetic,dynsys,chaos,simpccf";"5000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L2000_N10000_IC_0_0.96_0_x.dat";"synthetic,dynsys,chaos,simpccf";"10000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L2000_N10000_IC_0_0.96_0_y.dat";"synthetic,dynsys,chaos,simpccf";"10000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L2000_N10000_IC_0_0.96_0_z.dat";"synthetic,dynsys,chaos,simpccf";"10000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L2000_N1000_IC_0_0.96_0_x.dat";"synthetic,dynsys,chaos,simpccf";"1000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L2000_N1000_IC_0_0.96_0_y.dat";"synthetic,dynsys,chaos,simpccf";"1000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L2000_N1000_IC_0_0.96_0_z.dat";"synthetic,dynsys,chaos,simpccf";"1000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L2000_N5000_IC_0_0.96_0_x.dat";"synthetic,dynsys,chaos,simpccf";"5000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L2000_N5000_IC_0_0.96_0_y.dat";"synthetic,dynsys,chaos,simpccf";"5000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L2000_N5000_IC_0_0.96_0_z.dat";"synthetic,dynsys,chaos,simpccf";"5000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L200_N10000_IC_0_0.96_0_x.dat";"synthetic,dynsys,chaos,simpccf";"10000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L200_N10000_IC_0_0.96_0_y.dat";"synthetic,dynsys,chaos,simpccf";"10000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L200_N10000_IC_0_0.96_0_z.dat";"synthetic,dynsys,chaos,simpccf";"10000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L200_N1000_IC_0_0.96_0_x.dat";"synthetic,dynsys,chaos,simpccf";"1000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L200_N1000_IC_0_0.96_0_y.dat";"synthetic,dynsys,chaos,simpccf";"1000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L200_N1000_IC_0_0.96_0_z.dat";"synthetic,dynsys,chaos,simpccf";"1000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L200_N5000_IC_0_0.96_0_x.dat";"synthetic,dynsys,chaos,simpccf";"5000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L200_N5000_IC_0_0.96_0_y.dat";"synthetic,dynsys,chaos,simpccf";"5000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L200_N5000_IC_0_0.96_0_z.dat";"synthetic,dynsys,chaos,simpccf";"5000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L4000_N10000_IC_0_0.96_0_x.dat";"synthetic,dynsys,chaos,simpccf";"10000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L4000_N10000_IC_0_0.96_0_y.dat";"synthetic,dynsys,chaos,simpccf";"10000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L4000_N10000_IC_0_0.96_0_z.dat";"synthetic,dynsys,chaos,simpccf";"10000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L4000_N1000_IC_0_0.96_0_x.dat";"synthetic,dynsys,chaos,simpccf";"1000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L4000_N1000_IC_0_0.96_0_y.dat";"synthetic,dynsys,chaos,simpccf";"1000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L4000_N1000_IC_0_0.96_0_z.dat";"synthetic,dynsys,chaos,simpccf";"1000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L4000_N5000_IC_0_0.96_0_x.dat";"synthetic,dynsys,chaos,simpccf";"5000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L4000_N5000_IC_0_0.96_0_y.dat";"synthetic,dynsys,chaos,simpccf";"5000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L4000_N5000_IC_0_0.96_0_z.dat";"synthetic,dynsys,chaos,simpccf";"5000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L500_N10000_IC_0_0.96_0_x.dat";"synthetic,dynsys,chaos,simpccf";"10000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L500_N10000_IC_0_0.96_0_y.dat";"synthetic,dynsys,chaos,simpccf";"10000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L500_N10000_IC_0_0.96_0_z.dat";"synthetic,dynsys,chaos,simpccf";"10000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L500_N1000_IC_0_0.96_0_x.dat";"synthetic,dynsys,chaos,simpccf";"1000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L500_N1000_IC_0_0.96_0_y.dat";"synthetic,dynsys,chaos,simpccf";"1000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L500_N1000_IC_0_0.96_0_z.dat";"synthetic,dynsys,chaos,simpccf";"1000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L500_N5000_IC_0_0.96_0_x.dat";"synthetic,dynsys,chaos,simpccf";"5000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L500_N5000_IC_0_0.96_0_y.dat";"synthetic,dynsys,chaos,simpccf";"5000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpccf_L500_N5000_IC_0_0.96_0_z.dat";"synthetic,dynsys,chaos,simpccf";"5000";;"Sprott simplest cubic chaotic flow Ben";"Simplest cubic chaotic flow"
"FL_simpplcf_L1000_N10000_IC_0_-0.7_0_x.dat";"synthetic,dynsys,chaos,simpplcf";"10000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L1000_N10000_IC_0_-0.7_0_y.dat";"synthetic,dynsys,chaos,simpplcf";"10000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L1000_N10000_IC_0_-0.7_0_z.dat";"synthetic,dynsys,chaos,simpplcf";"10000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L1000_N1000_IC_0_-0.7_0_x.dat";"synthetic,dynsys,chaos,simpplcf";"1000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L1000_N1000_IC_0_-0.7_0_y.dat";"synthetic,dynsys,chaos,simpplcf";"1000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L1000_N1000_IC_0_-0.7_0_z.dat";"synthetic,dynsys,chaos,simpplcf";"1000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L1000_N5000_IC_0_-0.7_0_x.dat";"synthetic,dynsys,chaos,simpplcf";"5000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L1000_N5000_IC_0_-0.7_0_y.dat";"synthetic,dynsys,chaos,simpplcf";"5000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L1000_N5000_IC_0_-0.7_0_z.dat";"synthetic,dynsys,chaos,simpplcf";"5000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L2000_N10000_IC_0_-0.7_0_x.dat";"synthetic,dynsys,chaos,simpplcf";"10000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L2000_N10000_IC_0_-0.7_0_y.dat";"synthetic,dynsys,chaos,simpplcf";"10000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L2000_N10000_IC_0_-0.7_0_z.dat";"synthetic,dynsys,chaos,simpplcf";"10000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L2000_N1000_IC_0_-0.7_0_x.dat";"synthetic,dynsys,chaos,simpplcf";"1000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L2000_N1000_IC_0_-0.7_0_y.dat";"synthetic,dynsys,chaos,simpplcf";"1000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L2000_N1000_IC_0_-0.7_0_z.dat";"synthetic,dynsys,chaos,simpplcf";"1000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L2000_N5000_IC_0_-0.7_0_x.dat";"synthetic,dynsys,chaos,simpplcf";"5000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L2000_N5000_IC_0_-0.7_0_y.dat";"synthetic,dynsys,chaos,simpplcf";"5000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L2000_N5000_IC_0_-0.7_0_z.dat";"synthetic,dynsys,chaos,simpplcf";"5000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L200_N10000_IC_0_-0.7_0_x.dat";"synthetic,dynsys,chaos,simpplcf";"10000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L200_N10000_IC_0_-0.7_0_y.dat";"synthetic,dynsys,chaos,simpplcf";"10000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L200_N10000_IC_0_-0.7_0_z.dat";"synthetic,dynsys,chaos,simpplcf";"10000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L200_N1000_IC_0_-0.7_0_x.dat";"synthetic,dynsys,chaos,simpplcf";"1000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L200_N1000_IC_0_-0.7_0_y.dat";"synthetic,dynsys,chaos,simpplcf";"1000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L200_N1000_IC_0_-0.7_0_z.dat";"synthetic,dynsys,chaos,simpplcf";"1000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L200_N5000_IC_0_-0.7_0_x.dat";"synthetic,dynsys,chaos,simpplcf";"5000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L200_N5000_IC_0_-0.7_0_y.dat";"synthetic,dynsys,chaos,simpplcf";"5000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L200_N5000_IC_0_-0.7_0_z.dat";"synthetic,dynsys,chaos,simpplcf";"5000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L4000_N10000_IC_0_-0.7_0_x.dat";"synthetic,dynsys,chaos,simpplcf";"10000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L4000_N10000_IC_0_-0.7_0_y.dat";"synthetic,dynsys,chaos,simpplcf";"10000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L4000_N10000_IC_0_-0.7_0_z.dat";"synthetic,dynsys,chaos,simpplcf";"10000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L4000_N1000_IC_0_-0.7_0_x.dat";"synthetic,dynsys,chaos,simpplcf";"1000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L4000_N1000_IC_0_-0.7_0_y.dat";"synthetic,dynsys,chaos,simpplcf";"1000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L4000_N1000_IC_0_-0.7_0_z.dat";"synthetic,dynsys,chaos,simpplcf";"1000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L4000_N5000_IC_0_-0.7_0_x.dat";"synthetic,dynsys,chaos,simpplcf";"5000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L4000_N5000_IC_0_-0.7_0_y.dat";"synthetic,dynsys,chaos,simpplcf";"5000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L4000_N5000_IC_0_-0.7_0_z.dat";"synthetic,dynsys,chaos,simpplcf";"5000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L500_N10000_IC_0_-0.7_0_x.dat";"synthetic,dynsys,chaos,simpplcf";"10000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L500_N10000_IC_0_-0.7_0_y.dat";"synthetic,dynsys,chaos,simpplcf";"10000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L500_N10000_IC_0_-0.7_0_z.dat";"synthetic,dynsys,chaos,simpplcf";"10000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L500_N1000_IC_0_-0.7_0_x.dat";"synthetic,dynsys,chaos,simpplcf";"1000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L500_N1000_IC_0_-0.7_0_y.dat";"synthetic,dynsys,chaos,simpplcf";"1000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L500_N1000_IC_0_-0.7_0_z.dat";"synthetic,dynsys,chaos,simpplcf";"1000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L500_N5000_IC_0_-0.7_0_x.dat";"synthetic,dynsys,chaos,simpplcf";"5000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L500_N5000_IC_0_-0.7_0_y.dat";"synthetic,dynsys,chaos,simpplcf";"5000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_simpplcf_L500_N5000_IC_0_-0.7_0_z.dat";"synthetic,dynsys,chaos,simpplcf";"5000";;"Sprott Simplest piecewise linear chaotic flow Ben";"Simplest piecewise linear chaotic flow"
"FL_dblscroll_L1000_N10000_IC_0.01_0.01_0_x.dat";"synthetic,dynsys,chaos,dblscroll";"10000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L1000_N10000_IC_0.01_0.01_0_y.dat";"synthetic,dynsys,chaos,dblscroll";"10000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L1000_N10000_IC_0.01_0.01_0_z.dat";"synthetic,dynsys,chaos,dblscroll";"10000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L1000_N1000_IC_0.01_0.01_0_x.dat";"synthetic,dynsys,chaos,dblscroll";"1000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L1000_N1000_IC_0.01_0.01_0_y.dat";"synthetic,dynsys,chaos,dblscroll";"1000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L1000_N1000_IC_0.01_0.01_0_z.dat";"synthetic,dynsys,chaos,dblscroll";"1000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L1000_N5000_IC_0.01_0.01_0_x.dat";"synthetic,dynsys,chaos,dblscroll";"5000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L1000_N5000_IC_0.01_0.01_0_y.dat";"synthetic,dynsys,chaos,dblscroll";"5000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L1000_N5000_IC_0.01_0.01_0_z.dat";"synthetic,dynsys,chaos,dblscroll";"5000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L200_N10000_IC_0.01_0.01_0_x.dat";"synthetic,dynsys,chaos,dblscroll";"10000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L200_N10000_IC_0.01_0.01_0_y.dat";"synthetic,dynsys,chaos,dblscroll";"10000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L200_N10000_IC_0.01_0.01_0_z.dat";"synthetic,dynsys,chaos,dblscroll";"10000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L200_N1000_IC_0.01_0.01_0_x.dat";"synthetic,dynsys,chaos,dblscroll";"1000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L200_N1000_IC_0.01_0.01_0_y.dat";"synthetic,dynsys,chaos,dblscroll";"1000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L200_N1000_IC_0.01_0.01_0_z.dat";"synthetic,dynsys,chaos,dblscroll";"1000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L200_N5000_IC_0.01_0.01_0_x.dat";"synthetic,dynsys,chaos,dblscroll";"5000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L200_N5000_IC_0.01_0.01_0_y.dat";"synthetic,dynsys,chaos,dblscroll";"5000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L200_N5000_IC_0.01_0.01_0_z.dat";"synthetic,dynsys,chaos,dblscroll";"5000";;"Sprott Double Scroll Ben";"Double Scroll"
"FL_dblscroll_L2500_N10000_IC_0.01_0.01_0_x.dat";"synthetic,dynsys,chaos,dblscroll";"10000";;"Sprott Double Scroll Ben";"Double Scroll"
